show_id,Type,title,director,Country,date added,rating,duration,listed_in
s1557,Movie,a tRAsH tRUCK cHRISTMAS,Eddie Rosas,Not Given,12/11/2020,TV-Y,28 min,Children & Family Movies
s1545,Movie,gRIZZLIES,Miranda de Pencier,canada,12/15/2020,R,106 min,"Dramas, Independent Movies, Sports Movies"
s1550,Movie,the PrOFessOR aND THE MADMAN,Farhad Safinia,Ireland,12/15/2020,TV-14,125 min,"Dramas, Independent Movies"
s1551,Movie,A cAliFORNIa chrIStMAS,Shaun Paul Piccinino,United States,12/14/2020,PG-13,107 min,"Comedies, Romantic Movies"
s1558,Movie,caNVaS,Frank E. Abney III,United States,12/11/2020,G,9 min,"Children & Family Movies, Dramas"
s1559,Movie,GIVING VoICE,"James D. Stern, Fernando Villena",United States,12/11/2020,PG-13,91 min,Documentaries
s1561,Movie,THE pRoM,Ryan Murphy,United States,12/11/2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals"
s1562,Movie,TORbAaZ,Girish Malik,India,12/11/2020,TV-MA,133 min,"Dramas, International Movies, Sports Movies"
s2436,Movie,LIFE's spEEd BUMP,Wael Ehsan,Egypt,06/02/2020,TV-14,109 min,"Comedies, International Movies"
s1547,TVS,SoNg EXPlODER,Not Given,United States,12/15/2020,TV-MA,2 Seasons,Docuseries
s1565,TVS,FUtMALLS.COM,Lai Chun-yu,Not Given,12/10/2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1564,Movie,FUNNY bOY,Deepa Mehta,canada,12/10/2020,TV-MA,109 min,"Dramas, LGBTQ Movies"
s1566,Movie,JUST thE WAY YOU aRE,Theodore Boborol,Philippines,12/10/2020,TV-G,107 min,"International Movies, Romantic Movies"
s1567,Movie,sHE'S tHE oNe,Mae Czarina Cruz,Philippines,12/10/2020,TV-14,111 min,"Dramas, International Movies, Romantic Movies"
s1568,Movie,thE pANTI siSTERS,Jun Lana,Philippines,12/10/2020,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies"
s1569,Movie,"kaLEL, 15",Jun Lana,Philippines,12/09/2020,TV-MA,105 min,"Dramas, Independent Movies, International Movies"
s1601,Movie,cHIcO bon BON AND THe VeRY bERRY holiDAy,Darragh O'Connell,Not Given,12/03/2020,TV-Y,25 min,Children & Family Movies
s1572,Movie,ROSE ISLAND,Sydney Sibilia,Italy,12/09/2020,TV-14,119 min,"Comedies, Dramas, International Movies"
s1576,Movie,ANDRÉ & hIs OLIVE TREe,Josiah Ng,Singapore,12/08/2020,TV-PG,104 min,"Documentaries, International Movies"
s1577,Movie,bOBBLEHEADS ThE mOVIe,Kirk Wise,United States,12/08/2020,PG,83 min,"Children & Family Movies, Comedies"
s1581,Movie,sPiRIT rIDING FREE: RIDE ALONg adVENTuRE,"Beth Sleven, Allan Jacobsen, Kevin Wotton",United States,12/08/2020,TV-Y7,79 min,Children & Family Movies
s1583,Movie,tRiPLE 9,John Hillcoat,United States,12/08/2020,R,115 min,"Dramas, Thrillers"
s1582,Movie,suPER MOnSTeRS: SaNTA’S sUPER MONstER hELPeRS,Steve Ball,United States,12/08/2020,TV-Y,24 min,Children & Family Movies
s1585,Movie,avA,Tate Taylor,United States,12/07/2020,R,97 min,"Action & Adventure, Dramas"
s1587,TVS,ROOM 2806: THe ACcUSATIon,Jalil Lespert,France,12/07/2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s1588,TVS,DETENtION,"Su I-Hsuan, Chuang Shiang-an, Liu Yi",Taiwan,12/05/2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s1589,Movie,mIGHTY EXPRESS: a mIGHtY CHRISTMAS,Clint Butler,canada,12/05/2020,TV-Y,26 min,Children & Family Movies
s1592,Movie,CAPTAiN uNDERpaNTS mEGA bLISSMAS,"Erik Kling, Kevin Peaty",United States,12/04/2020,TV-Y7,46 min,"Children & Family Movies, Comedies"
s1593,Movie,ChriStMAS CrOSSFIRE,Detlev Buck,Germany,12/04/2020,TV-MA,106 min,"Comedies, International Movies, Thrillers"
s1596,Movie,MaNk,David Fincher,United States,12/04/2020,R,133 min,"Dramas, Independent Movies"
s1598,Movie,yOU aRe MY hOME,Amanda Raymond,United States,12/04/2020,TV-PG,93 min,"Children & Family Movies, Dramas"
s1599,Movie,bETWEEN mAYbeS,Jason Paul Laxamana,Philippines,12/03/2020,TV-14,108 min,"Dramas, International Movies, Romantic Movies"
s1600,Movie,BREAK,Marc Fouchard,France,12/03/2020,TV-MA,96 min,"Comedies, Dramas, International Movies"
s1602,Movie,juST ANoThER chRISTMaS,Roberto Santucci,Brazil,12/03/2020,TV-MA,101 min,"Comedies, International Movies"
s1603,Movie,mUST BE... lOVe,Dado C. Lumibao,Philippines,12/03/2020,TV-14,106 min,"Comedies, Dramas, International Movies"
s1605,Movie,ARi eLDJÁrN: pArDON mY icELANdIC,August Jakobsson,Iceland,12/02/2020,TV-MA,54 min,Stand-Up Comedy
s1607,Movie,fIERCE,Anna Wieczur-Bluszcz,Poland,12/02/2020,TV-MA,118 min,"Comedies, Dramas, International Movies"
s1609,Movie,3 DAYS TO KILL,McG,United States,12/01/2020,PG-13,117 min,Action & Adventure
s1610,Movie,AnGELA'S cHRISTMAS wISH,Damien O’Connor,United States,12/01/2020,TV-Y,48 min,Children & Family Movies
s1611,Movie,ANgeLS & DEmONs,Ron Howard,United States,12/01/2020,PG-13,139 min,Thrillers
s1613,Movie,CHEf,Jon Favreau,United States,12/01/2020,R,115 min,"Comedies, Independent Movies"
s1614,Movie,eFFIe GRAY,Richard Laxton,United Kingdom,12/01/2020,PG-13,109 min,"Dramas, International Movies, Romantic Movies"
s1617,Movie,moNSTeR HOUSe,Gil Kenan,United States,12/01/2020,PG,91 min,"Children & Family Movies, Comedies"
s1618,Movie,NATAlIE pALAmIdes: nATe - a ONE MAN SHow,Phil Burgers,United States,12/01/2020,TV-MA,60 min,Comedies
s1621,Movie,PEPpErMINT,Pierre Morel,Hong Kong,12/01/2020,R,102 min,Action & Adventure
s1608,Movie,HaZEL brUGGer: TRoPICAL,Not Given,Germany,12/02/2020,TV-MA,58 min,Stand-Up Comedy
s1622,Movie,QUIGlEy DOWN UNdeR,Simon Wincer,australia,12/01/2020,PG-13,120 min,Action & Adventure
s1625,Movie,tHe DA VInCI CODE,Ron Howard,United States,12/01/2020,PG-13,149 min,Thrillers
s1627,Movie,ThE HaPPYTIMe mURDERS,Brian Henson,United States,12/01/2020,R,91 min,"Action & Adventure, Comedies"
s1630,Movie,U-tURN,Derick Cabrido,Philippines,12/01/2020,TV-MA,99 min,"Horror Movies, International Movies"
s1631,Movie,FINdING aGNeS,Marla M. Ancheta,Philippines,11/30/2020,TV-PG,106 min,"Dramas, International Movies"
s1632,Movie,RUST CREEK,Jen McGowan,United States,11/30/2020,R,108 min,Thrillers
s1633,Movie,SPOoKLEY And THE chRISTMaS kITtENS,Bernie Denk,United States,11/30/2020,TV-Y,45 min,Children & Family Movies
s1634,Movie,tHE 2ND,Brian Skiba,United States,11/30/2020,TV-MA,93 min,Action & Adventure
s1636,Movie,A gO! gO! cORY CARSoN CHRiSTMAS,"Stanley Moore, Alex Woo",United States,11/27/2020,TV-Y,22 min,Children & Family Movies
s1637,Movie,danCe DReAMS: HOt CHOcOLATE NutCrACKeR,Oliver Bokelberg,United States,11/27/2020,TV-PG,81 min,"Children & Family Movies, Documentaries"
s1638,Movie,DON’T LISTEn,Ángel Gómez Hernández,Spain,11/27/2020,TV-MA,98 min,"Horror Movies, International Movies"
s1658,Movie,NOTES FoR mY SON,Carlos Sorín,Argentin,11/24/2020,TV-MA,84 min,"Dramas, International Movies"
s1653,Movie,ANDHAGHaaRAM,V Vignarajan,India,11/24/2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers"
s1643,Movie,ThE bEaST,Ludovico Di Martino,Italy,11/27/2020,TV-MA,100 min,"Action & Adventure, International Movies"
s1644,Movie,THE CALl,Lee Chung-hyun,South Korea,11/27/2020,TV-MA,112 min,"International Movies, Thrillers"
s1645,Movie,FaNtaStICA,Barry Gonzalez,Philippines,11/26/2020,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies"
s1646,Movie,LARrY THE CAbLe GuY: REMAIn SEAteD,Brian Volk-Weiss,United States,11/26/2020,TV-14,68 min,Stand-Up Comedy
s1647,Movie,MOSUL,Matthew Michael Carnahan,United States,11/26/2020,TV-MA,103 min,"Action & Adventure, Dramas, International Movies"
s1648,Movie,uNExPeCTEDlY YOURS,Cathy Garcia-Molina,Philippines,11/26/2020,TV-14,121 min,"Comedies, International Movies, Romantic Movies"
s1649,Movie,GHOsTS OF WAr,Eric Bress,United Kingdom,11/25/2020,R,95 min,Horror Movies
s1651,Movie,shAWN MENdES: lIVe IN CONCERT,Paul Dugdale,United Kingdom,11/25/2020,TV-PG,87 min,Music & Musicals
s1652,Movie,tHE cHRIsTmAs cHROnIClES: pART tWO,Chris Columbus,canada,11/25/2020,PG,115 min,"Children & Family Movies, Comedies"
s1654,Movie,aNdHAKAARAM,V Vignarajan,India,11/24/2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers"
s1655,TVS,BEFOre 30,BB Sasore,Nigeria,11/24/2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1656,Movie,DRAgONS: rEsCUE riDERS: HutTSGALOR hoLIDAy,"Greg Rankin, TJ Sullivan",United States,11/24/2020,TV-Y,46 min,"Children & Family Movies, Comedies"
s1657,Movie,hiLLbILly ELEGy,Ron Howard,United States,11/24/2020,R,117 min,Dramas
s1660,Movie,HARD KILL,Matt Eskandari,United States,11/23/2020,R,98 min,Action & Adventure
s1661,Movie,sHAWN mENDES: IN WOnDeR,Grant Singer,United States,11/23/2020,TV-MA,83 min,"Documentaries, Music & Musicals"
s1663,Movie,THe sUiT,Mohammad Adel,Egypt,11/23/2020,TV-14,97 min,"Action & Adventure, Comedies, International Movies"
s1664,Movie,DOlLY PARTOn’s cHRISTmAs ON THE SquARE,Debbie Allen,United States,11/22/2020,TV-PG,99 min,"Children & Family Movies, Music & Musicals"
s1665,Movie,macHEtE KIlLS,Robert Rodriguez,United States,11/22/2020,R,108 min,Action & Adventure
s1666,Movie,40 STICKS,Victor Gatonye,Kenya,11/20/2020,TV-14,93 min,"International Movies, Thrillers"
s1667,Movie,aLIEN XMAS,Stephen Chiodo,United States,11/20/2020,TV-Y,42 min,Children & Family Movies
s1670,Movie,IF aNYtHInG hAPPEns I LOvE yOU,"Will McCormack, Michael Govier",United States,11/20/2020,PG,13 min,Dramas
s1672,Movie,tHE APP THAT StoLE CHRIsTmAS,Monica Floyd,United States,11/20/2020,TV-PG,64 min,"Children & Family Movies, Comedies"
s1674,Movie,BLAcK FRIDAY,Anurag Kashyap,India,11/19/2020,TV-MA,162 min,"Dramas, International Movies"
s1675,Movie,BoDYGUaRD,Siddique,India,11/19/2020,TV-14,130 min,"Action & Adventure, Comedies, International Movies"
s1676,Movie,BREAK kE baAd,Danish Aslam,India,11/19/2020,TV-14,108 min,"Comedies, International Movies, Music & Musicals"
s1677,Movie,haWAIZAADA,Vibhu Virender Puri,India,11/19/2020,TV-14,129 min,"Dramas, International Movies, Romantic Movies"
s1678,Movie,My AMNEsIA GIRL,Cathy Garcia-Molina,Philippines,11/19/2020,TV-14,105 min,"International Movies, Romantic Movies"
s1679,Movie,RAMAN rAGHAV 2.0,Anurag Kashyap,India,11/19/2020,TV-MA,133 min,"International Movies, Thrillers"
s1680,Movie,SINgHAM,Rohit Shetty,India,11/19/2020,TV-14,142 min,"Action & Adventure, Dramas, International Movies"
s1681,Movie,tE3N,Ribhu Dasgupta,India,11/19/2020,TV-14,128 min,"Dramas, International Movies, Thrillers"
s1682,Movie,tHE pRINCess SWITCH: swITCHED AGAIN,Mike Rohl,United States,11/19/2020,TV-G,97 min,"Children & Family Movies, Comedies, Dramas"
s1683,Movie,ThrEE WORDs tO fOrEVER,Cathy Garcia-Molina,Philippines,11/19/2020,TV-G,107 min,"Comedies, Dramas, International Movies"
s1684,Movie,wELl DONE abBA,Shyam Benegal,India,11/19/2020,TV-14,135 min,"Comedies, International Movies"
s1686,Movie,AINu mOsIR,Takeshi Fukunaga,United States,11/17/2020,TV-PG,84 min,"Dramas, International Movies"
s1687,Movie,KEVIn HART: zERo F**KS GiVEN,Leslie Small,United States,11/17/2020,TV-MA,70 min,Stand-Up Comedy
s1690,Movie,lOVING,Jeff Nichols,United Kingdom,11/16/2020,PG-13,124 min,"Dramas, Romantic Movies"
s1691,Movie,WhOsE STREEtS?,"Sabaah Folayan, Damon Davis",United States,11/16/2020,R,102 min,Documentaries
s1692,Movie,A VEry CoUNTRY chRISTmAS,Justin G. Dyck,United States,11/15/2020,TV-G,84 min,"Music & Musicals, Romantic Movies"
s1695,Movie,ClOUDY wITH a CHANCE OF mEATBALLS 2,"Cody Cameron, Kris Pearn",United States,11/15/2020,PG,95 min,"Children & Family Movies, Comedies"
s1696,Movie,HOMEToWN hOLIDAy,Justin G. Dyck,canada,11/15/2020,TV-G,84 min,Romantic Movies
s1716,TVS,A quEEN Is bORn,Carla Barros,Brazil,11/11/2020,TV-14,1 Season,"International TV Shows, Reality TV"
s1700,Movie,wHite cHRISTMAs,Michael Curtiz,United States,11/15/2020,TV-G,120 min,"Children & Family Movies, Classic Movies, Comedies"
s1701,Movie,kILLEr COvE,Damián Romay,United States,11/14/2020,TV-14,87 min,Thrillers
s1703,Movie,fUKREY BOYZZZ: SPACE MEIN FUKRAPANTi,Avinash Walzade,India,11/13/2020,TV-Y7,75 min,"Children & Family Movies, Comedies"
s1704,Movie,JINGLe JAngLE: a chRISTMaS JoUrNey,David E. Talbert,United States,11/13/2020,PG,124 min,"Children & Family Movies, Music & Musicals"
s1705,Movie,THe bEGINNINg Of lIFE 2: OUTSIDe,Renata Terra,Brazil,11/13/2020,TV-PG,92 min,"Documentaries, International Movies"
s1706,Movie,THE lIFE AHeAD,Edoardo Ponti,Italy,11/13/2020,PG-13,95 min,"Dramas, International Movies"
s1707,TVS,THE MINIONS Of MiDAS,Mateo Gil,Spain,11/13/2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1708,Movie,a VERY sPeCiAL LOvE,Cathy Garcia-Molina,Philippines,11/12/2020,TV-G,107 min,"International Movies, Romantic Movies"
s1710,Movie,fIRST LOVE,Paul Soriano,Philippines,11/12/2020,TV-MA,123 min,"Dramas, International Movies, Romantic Movies"
s1711,Movie,FrUITVALE STAtION,Ryan Coogler,United States,11/12/2020,R,85 min,"Dramas, Independent Movies"
s1713,Movie,LUDO,Anurag Basu,India,11/12/2020,TV-MA,150 min,"Comedies, Dramas, International Movies"
s1714,Movie,mEMoRIeS Of A TEENaGER,Lucas Santa Ana,Argentin,11/12/2020,TV-MA,97 min,"Dramas, International Movies, LGBTQ Movies"
s1715,Movie,PROM NIGHT,Nelson McCormick,United States,11/12/2020,PG-13,88 min,Horror Movies
s1721,Movie,WHAT wE wAntED,Ulrike Kofler,Austria,11/11/2020,TV-MA,93 min,"Dramas, International Movies"
s1722,TVS,a LION IN tHE HoUSE,"Steven Bognar, Julia Reichert",United States,11/10/2020,TV-14,1 Season,TV Shows
s1726,Movie,CITATIoN,Kunle Afolayan,Nigeria,11/06/2020,TV-MA,151 min,"Dramas, International Movies"
s1728,Movie,gIRL'S rEVENGe,Weica Wang,Taiwan,11/06/2020,TV-MA,82 min,"Dramas, International Movies"
s1729,Movie,THe ENDLEsS tRENCH,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga",Spain,11/06/2020,TV-MA,148 min,"Dramas, Independent Movies, International Movies"
s1730,Movie,ThE LATE bLoOmER,Kevin Pollak,United States,11/06/2020,R,95 min,Comedies
s1732,Movie,A NEW YORK CHrISTMAS WEDDING,Otoja Abit,United States,11/05/2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies"
s1733,Movie,ALONE/tOGETHER,Antoinette Jadaone,Philippines,11/05/2020,TV-14,103 min,"Dramas, International Movies, Romantic Movies"
s1734,TVS,cARMEL: Who KiLLed mARIA MARtA?,Alejandro Hartmann,Argentin,11/05/2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s1735,Movie,mIDnIGHt AT THE MAGNOlIa,Maxwell McGuire,Canada,11/05/2020,TV-G,87 min,"Comedies, Romantic Movies"
s1736,Movie,oNE MORe tRy,Ruel S. Bayani,Philippines,11/05/2020,TV-14,102 min,"Dramas, International Movies, Romantic Movies"
s1737,Movie,OPeRAtIOn cHRISTMAS DROP,Martin Wood,United States,11/05/2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies"
s1745,Movie,The BEGINNInG OF liFe,Estela Renner,Brazil,11/03/2020,TV-PG,96 min,"Documentaries, International Movies"
s1740,Movie,ChRISTMAS WiTH a PRInce,Justin G. Dyck,Canada,11/04/2020,TV-PG,86 min,"Comedies, Dramas, Romantic Movies"
s1742,Movie,mISs INDIA,Narendra Nath,India,11/04/2020,TV-PG,136 min,"Dramas, International Movies"
s1743,Movie,fELIX LOBReCHT: hYPE,Jan-Peter Horns,Germany,11/03/2020,TV-MA,60 min,Stand-Up Comedy
s1744,Movie,MOthER,Tatsushi Omori,Japan,11/03/2020,TV-14,127 min,"Dramas, International Movies"
s1748,Movie,PROSpECT,"Zeek Earl, Christopher Caldwell",Canada,11/02/2020,R,100 min,"Sci-Fi & Fantasy, Thrillers"
s1750,Movie,cHRISTmaS BReAK-iN,Michael Kampa,United States,11/01/2020,TV-PG,87 min,"Children & Family Movies, Comedies"
s1752,Movie,ELF PeTS: a fOx CUB’S cHRIsTmAS tALE,Chanda Bell,United States,11/01/2020,TV-Y,28 min,Children & Family Movies
s1753,Movie,ELF PETS: SanTA’s REINDEER reSCUE,Chanda Bell,United States,11/01/2020,TV-Y,27 min,Children & Family Movies
s1754,Movie,ELLIOT tHE LiTTlEST REINDEER,Jennifer Westcott,Canada,11/01/2020,PG,90 min,Children & Family Movies
s1762,Movie,liTTLE MONSTErS,Richard Greenberg,United States,11/01/2020,PG,102 min,"Children & Family Movies, Comedies"
s1763,Movie,MILE 22,Peter Berg,United States,11/01/2020,R,94 min,Action & Adventure
s1764,Movie,PiERCING,Nicolas Pesce,United States,11/01/2020,R,81 min,"Dramas, Independent Movies, Thrillers"
s1765,Movie,SnOwdEN,Oliver Stone,United Kingdom,11/01/2020,R,134 min,"Dramas, Thrillers"
s1768,Movie,tHE IMPOSSIBLE,J.A. Bayona,Spain,11/01/2020,PG-13,114 min,Dramas
s1769,Movie,THE NEXT kARATe kID,Christopher Cain,United States,11/01/2020,PG,107 min,"Action & Adventure, Dramas, Sports Movies"
s1771,Movie,WHEElS OF fORTUNE,Shaun Paul Piccinino,United States,11/01/2020,R,107 min,"Comedies, Sports Movies"
s1772,TVS,AFRONTA! FACiNG iT!,Juliana Vicente,Brazil,10/31/2020,TV-PG,1 Season,"Docuseries, International TV Shows"
s1773,Movie,tHE 12TH MAN,Harald Zwart,Norway,10/31/2020,TV-MA,130 min,"Action & Adventure, Dramas, International Movies"
s1775,Movie,HIDDEn IN pLAiN SIGHt,Stacia Crawford,United States,10/30/2020,TV-14,87 min,"Dramas, Independent Movies, Thrillers"
s1776,Movie,HIS HoUSE,Remi Weekes,United Kingdom,10/30/2020,TV-14,93 min,"Horror Movies, Independent Movies"
s1777,Movie,iN LIne,Tope Oshin,Nigeria,10/30/2020,TV-14,114 min,"Dramas, International Movies"
s1778,Movie,KAAli kHUHI,Terrie Samundra,India,10/30/2020,TV-14,91 min,"Horror Movies, International Movies"
s1787,Movie,lA gRaN ILUsiÓn,Antonio Díaz,Not Given,10/28/2020,TV-14,50 min,International Movies
s1781,Movie,ROGUe CITY,Olivier Marchal,France,10/30/2020,TV-MA,116 min,"Dramas, International Movies, Thrillers"
s1784,Movie,THE DAY OF THE LORD,Santiago Alvarado Ilarri,Mexico,10/30/2020,TV-MA,93 min,"Horror Movies, International Movies"
s1785,Movie,pAgPAG: NinE lIVES,Frasco Mortiz,Philippines,10/29/2020,TV-14,106 min,"Horror Movies, International Movies"
s1786,Movie,HOLIDATE,John Whitesell,United States,10/28/2020,TV-MA,105 min,"Comedies, Romantic Movies"
s1788,Movie,METAlLIca THrOUgH tHE nEVER,Nimród Antal,United States,10/28/2020,R,93 min,Music & Musicals
s1789,Movie,NOBODY SleEPS IN tHE WOoDs tONIGhT,Bartosz M. Kowalski,Poland,10/28/2020,TV-MA,103 min,"Horror Movies, International Movies"
s1790,Movie,SECRETS OF ThE sAqQARa TOMB,James Tovell,United States,10/28/2020,TV-PG,114 min,Documentaries
s1793,Movie,GUILLErMO vilaS: SETTlINg THE SCORe,Matías Gueilburt,Argentin,10/27/2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies"
s1794,Movie,SARAH COoPEr: EvErYTHING'S fInE,Natasha Lyonne,United States,10/27/2020,TV-MA,50 min,Comedies
s1795,TVS,thE DEVIL PUNISHER,"Chang Chin-jung, Chen Rong-hui",Taiwan,10/26/2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries"
s1796,Movie,ajAB PReM KI GHAZaB kAHANI,Rajkumar Santoshi,India,10/25/2020,TV-14,150 min,"Comedies, International Movies, Music & Musicals"
s1797,Movie,BLAcK '47,Lance Daly,Ireland,10/24/2020,R,100 min,"Action & Adventure, Dramas, Independent Movies"
s1798,Movie,I Am woMAN,Unjoo Moon,australia,10/24/2020,TV-MA,117 min,"Dramas, Music & Musicals"
s1799,Movie,aLICE JUNiOR,Gil Baroni,Brazil,10/23/2020,TV-MA,87 min,"Comedies, International Movies, LGBTQ Movies"
s1801,TVS,mOVE,"Thierry Demaizière, Alban Teurlai",United States,10/23/2020,TV-MA,1 Season,"Docuseries, International TV Shows"
s1802,Movie,OVeR THE mOON,Glen Keane,China,10/23/2020,PG,100 min,"Children & Family Movies, Music & Musicals"
s1803,Movie,sHATTERED MEMORIES,Chris Sivertson,United States,10/23/2020,TV-14,86 min,"Dramas, Thrillers"
s1806,Movie,BENDInG THe ARC,"Kief Davidson, Pedro Kos",United States,10/22/2020,TV-MA,102 min,Documentaries
s1807,Movie,CADAVER,Jarand Herdal,Norway,10/22/2020,TV-MA,87 min,"Horror Movies, International Movies"
s1808,Movie,eXES bAGGAGe,Dan Villegas,Philippines,10/22/2020,TV-MA,103 min,"Dramas, International Movies, Romantic Movies"
s1809,Movie,fISHERMAN's FRiENDs,Chris Foggin,United Kingdom,10/22/2020,PG-13,112 min,"Comedies, Dramas, Music & Musicals"
s1810,Movie,THE hOwS oF US,Cathy Garcia-Molina,Philippines,10/22/2020,TV-14,120 min,"Dramas, International Movies, Romantic Movies"
s1811,Movie,THe huMminGBIRD PRoJECt,Kim Nguyen,Canada,10/22/2020,R,111 min,"Dramas, Independent Movies"
s1812,Movie,"yES, GOD, YeS",Karen Maine,United States,10/22/2020,R,78 min,"Comedies, Dramas, Independent Movies"
s1813,Movie,BRAVE BLUE WORLd: rACinG TO SOLvE OuR wATER CRIsIS,Tim Neeves,Canada,10/21/2020,TV-PG,51 min,"Documentaries, International Movies"
s1815,Movie,rEBEcCA,Ben Wheatley,United Kingdom,10/21/2020,PG-13,123 min,"Dramas, Romantic Movies, Thrillers"
s1816,Movie,ThE MAGiC sCHOOl BUS rIdeS aGAIn tHE FRiZZ CONNECTION,Richard Weston,Canada,10/20/2020,TV-Y,46 min,Children & Family Movies
s1817,Movie,TREMORs: SHRIEKeR ISLAND,Don Michael Paul,United States,10/20/2020,PG-13,102 min,"Action & Adventure, Horror Movies"
s1818,Movie,bEirUT oH beiRUT,Maroun Baghdadi,Lebanon,10/19/2020,TV-14,106 min,"Classic Movies, Dramas, International Movies"
s1819,Movie,BOSTA,Philippe Aractingi,Lebanon,10/19/2020,TV-14,112 min,"Dramas, International Movies, Music & Musicals"
s1820,Movie,ghAdI,Amin Dora,Lebanon,10/19/2020,TV-MA,101 min,"Comedies, Dramas, International Movies"
s1821,Movie,hERITaGes,Philippe Aractingi,Lebanon,10/19/2020,TV-14,96 min,"Documentaries, International Movies"
s1822,Movie,LISTEN,Philippe Aractingi,Lebanon,10/19/2020,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
s1823,Movie,OUT Of LiFE,Maroun Baghdadi,France,10/19/2020,TV-MA,94 min,"Classic Movies, Dramas, Independent Movies"
s1824,Movie,PAnOPTIC,Rana Eid,Lebanon,10/19/2020,TV-MA,69 min,"Documentaries, International Movies"
s1825,Movie,tAxI BaLlAd,Daniel Joseph,Lebanon,10/19/2020,TV-MA,81 min,"Dramas, International Movies"
s1826,Movie,tHE kITe,Randa Chahal Sabbag,Lebanon,10/19/2020,TV-MA,76 min,"Dramas, International Movies, Romantic Movies"
s1827,Movie,THE LITTLE WARS,Maroun Baghdadi,France,10/19/2020,TV-14,108 min,"Dramas, Independent Movies, International Movies"
s1828,Movie,unDeR tHE BOMBs,Philippe Aractingi,France,10/19/2020,TV-MA,94 min,"Dramas, Independent Movies, International Movies"
s1830,Movie,WEST BEiRut,Ziad Doueiri,France,10/19/2020,TV-MA,106 min,"Dramas, International Movies"
s1831,Movie,WHaT dID I MESS,Shady Hanna,Lebanon,10/19/2020,TV-14,98 min,"Comedies, International Movies, Romantic Movies"
s1832,Movie,WHISPERS,Maroun Baghdadi,Lebanon,10/19/2020,TV-14,93 min,"Documentaries, International Movies"
s1833,Movie,zOZO,Josef Fares,Sweden,10/19/2020,TV-MA,99 min,"Dramas, International Movies"
s1834,Movie,pARANORMaN,"Sam Fell, Chris Butler",United States,10/18/2020,PG,93 min,"Children & Family Movies, Comedies"
s1854,Movie,ROOTiNG FOR rOONa,"Pavitra Chalam, Akshay Shankar",India,10/15/2020,TV-PG,42 min,"Documentaries, International Movies"
s1836,Movie,I AM VeNGEANCE: REtALIATION,Ross Boyask,United Kingdom,10/17/2020,R,82 min,Action & Adventure
s1837,Movie,DISCONNECt,"David 'Tosh' Gitonga, Michael Jones",Kenya,10/16/2020,TV-MA,107 min,"Comedies, International Movies, Romantic Movies"
s1839,Movie,IN a VALLEy of ViOLeNCE,Ti West,United States,10/16/2020,R,104 min,Action & Adventure
s1841,TVS,sOMEOnE haS tO Die,Manolo Caro,Mexico,10/16/2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1843,Movie,tHe TRIAL OF THE cHICAGo 7,Aaron Sorkin,United States,10/16/2020,R,130 min,Dramas
s1844,Movie,UnFRiENdED,Levan Gabriadze,United States,10/16/2020,R,83 min,"Horror Movies, Thrillers"
s1845,Movie,A bABYsiTTER'S GUIDE TO MONsTEr HuntING,Rachel Talalay,United States,10/15/2020,TV-PG,99 min,Children & Family Movies
s1846,Movie,bATMaN: tHE kILlING JOKE,Sam Liu,United States,10/15/2020,R,77 min,Action & Adventure
s1847,Movie,El-khAwAGa'S DILEMMA,Peter Mimi,Egypt,10/15/2020,TV-14,94 min,"Action & Adventure, Comedies, International Movies"
s1850,Movie,KArtINI: PrINcESS OF JAVA,Hanung Bramantyo,Indonesia,10/15/2020,TV-PG,118 min,"Dramas, International Movies"
s1851,Movie,LOVE LIKE THE fALLINg rAIn,Lasja Fauzia Susatyo,Indonesia,10/15/2020,TV-14,87 min,"Dramas, International Movies, Romantic Movies"
s1856,Movie,A CHOO,"Kevin Ko, Peter Tsi",Taiwan,10/14/2020,TV-14,101 min,"Action & Adventure, International Movies, Romantic Movies"
s1857,Movie,BlaCkPINK: ligHT Up THE SKy,Caroline Suh,United States,10/14/2020,TV-14,80 min,"Documentaries, Music & Musicals"
s1858,Movie,tHE tHREe dEAThs oF MARISELa ESCOBEDO,Carlos Pérez Osorio,Mexico,10/14/2020,TV-MA,110 min,"Documentaries, International Movies"
